,title,creator,checkouts,materialtype
31234,"North, south, east, west / by Margaret Wise Brown ; pictures by Greg Pizzoli.","Brown, Margaret Wise, 1910-1952,",23,BOOK
2569,Children make terrible pets / Peter Brown.,"Brown, Peter, 1979-",23,BOOK
32998,Amelia Bedelia by the yard / by Herman Parish ; pictures by Lynne Avril.,"Parish, Herman",23,BOOK
38611,Plants vs. zombies. Timepocalypse / written by Paul Tobin ; art by Ron Chan ; colors by Matthew J. Rainwater ; letters by Steve Dutro.,"Tobin, Paul, 1965-",23,BOOK
29300,Shadow of the lions : a novel / Christopher Swann.,"Swann, Christopher, 1970-",23,BOOK
14531,"Food52 mighty salads : 60 new ways to turn salad into dinner--and make-ahead lunches, too / editors of Food52 ; photography by James Ransom.",,23,BOOK
19518,Pirates past noon / by Mary Pope Osborne ; illustrated by Sal Murdocca.,"Osborne, Mary Pope",23,BOOK
42739,Little house in the big woods / by Laura Ingalls Wilder ; illustrated by Garth Williams.,"Wilder, Laura Ingalls, 1867-1957",23,BOOK
48781,The soul of an octopus : a surprising exploration into the wonder of consciousness / Sy Montgomery.,"Montgomery, Sy",23,BOOK
49431,Quick Keto meals in 30 minutes or less : 100 easy prep-and-cook low-carb recipes for maximum weight loss and improved health / Martina Slajerova.,"Slajerova, Martina",23,BOOK
35570,A giraffe and a half / by Shel Silverstein.,"Silverstein, Shel",22,BOOK
36374,Lions at lunchtime / by Mary Pope Osborne ; illustrated by Sal Murdocca.,"Osborne, Mary Pope",22,BOOK
1932,Uni the unicorn and the dream come true / Amy Krouse Rosenthal ; illustrated by Brigette Barrager.,"Rosenthal, Amy Krouse",22,BOOK
43951,Exposed / Lisa Scottoline.,"Scottoline, Lisa",22,BOOK
48759,Nimona / Noelle Stevenson.,"Stevenson, Noelle",22,BOOK
10252,Bear and Chicken / by Jannie Ho.,"Ho, Jannie",22,BOOK
43985,Esther the kindness fairy / by Daisy Meadows.,"Meadows, Daisy",22,BOOK
47940,Far from the tree / Robin Benway.,"Benway, Robin",22,BOOK
45068,"Monstress. Volume two, The blood / Marjorie Liu, writer ; Sana Takeda, artist ; Rus Wooton, lettering & design.","Liu, Marjorie M.",22,BOOK
18471,Llama Llama home with Mama / Anna Dewdney.,"Dewdney, Anna",22,BOOK
18518,Disney Princess storybook treasury.,,22,BOOK
5140,The nature of the beast / Louise Penny.,"Penny, Louise",22,BOOK
12829,Shoe dog : a memoir by the creator of Nike / Phil Knight.,"Knight, Philip H., 1938-",22,BOOK
20524,Superfail / by Max Brunner ; illustrated by Dustin Mackay.,"Brunner, Max (Comic books author)",22,BOOK
27221,"Keto slow cooker & one-pot meals : over 100 simple & delicious low-carb, paleo and primal recipes for weight loss and better health / Martina Slajerova.","Slajerova, Martina",22,BOOK
1429,Since we fell / Dennis Lehane.,"Lehane, Dennis",22,BOOK
1373,"Angry Birds comics. Volume 5, Ruffled feathers.",,22,BOOK
7193,We should all be feminists / Chimamanda Ngozi Adichie.,"Adichie, Chimamanda Ngozi, 1977-",22,BOOK
19417,"Please try to remember the first of Octember! / by Dr. Seuss, writing as Theo. LeSieg ; illustrated by Art Cumings.","LeSieg, Theo., 1904-1991",22,BOOK
43008,"Goodbye autumn, hello winter / Kenard Pak.","Pak, Kenard",22,BOOK
1233,Parable of the sower / Octavia E. Butler.,"Butler, Octavia E.",21,BOOK
38435,No more tantrums / Maria van Lieshout.,"Van Lieshout, Maria",21,BOOK
48131,Mr. Popper's penguins / by Richard and Florence Atwater ; illustrated by Robert Lawson.,"Atwater, Richard",21,BOOK
41791,A valentine for Percy / based on the Railway Series by the Reverend W Awdry ; illustrated by Richard Courtney.,,21,BOOK
44191,Giselle the Christmas Ballet Fairy / by Daisy Meadows.,"Meadows, Daisy",21,BOOK
20397,Ninja dad! / illustrated by Shane Johnson.,,21,BOOK
33475,The book thief / by Markus Zusak.,"Zusak, Markus",21,BOOK
6003,"Rick Steves Paris 2018 / Rick Steves, Steve Smith & Gene Openshaw.","Steves, Rick, 1955-",21,BOOK
33005,Cat and dog / by Else Holmelund Minarik ; pictures by Fritz Siebel.,"Minarik, Else Holmelund",21,BOOK
5715,Space dumplins / Craig Thompson with color by Dave Stewart.,"Thompson, Craig, 1975-",21,BOOK
46580,Purplicious / written by Victoria Kann & Elizabeth Kann ; illustrated by Victoria Kann.,"Kann, Victoria",21,BOOK
34301,South and west : from a notebook / Joan Didion ; foreword by Nathaniel Rich.,"Didion, Joan",21,BOOK
37707,If you take a mouse to school / by Laura Numeroff ; illustrated by Felicia Bond.,"Numeroff, Laura Joffe",21,BOOK
2982,"The story of Babar, the little elephant / Jean de Brunhoff ; translated from the French by Merle S. Hass.","Brunhoff, Jean de, 1899-1937",21,BOOK
6618,Thug Kitchen : eat like you give a fuck.,,21,BOOK
43139,"Food freedom forever : letting go of bad habits, guilt, and anxiety around food / Melissa Hartwig.","Hartwig, Melissa",21,BOOK
29447,"Go, Otto, go! / David Milgrim.","Milgrim, David",21,BOOK
23002,"Just pick us, please! / by Mercer Mayer.","Mayer, Mercer, 1943-",21,BOOK
2791,The blue zones of happiness : lessons from the world's happiest people / Dan Buettner ; forward by Ed Diener.,"Buettner, Dan",21,BOOK
220,We love baseball! / Mike Berenstain.,"Berenstain, Mike, 1951-",21,BOOK
20060,Past perfect : a novel / Danielle Steel.,"Steel, Danielle",21,BOOK
18559,Gus / Olivier Dunrea.,"Dunrea, Olivier",21,BOOK
45436,"Splat and Seymour, best friends forevermore / cover art by Rick Farley ; text by Alissa Heyman ; interior illustrations by Robert Eberz.","Heyman, Alissa",21,BOOK
48000,Iron gold / Pierce Brown.,"Brown, Pierce, 1988-",21,BOOK
11002,Deep work : rules for focused success in a distracted world / Cal Newport.,"Newport, Cal",21,BOOK
36638,We march / Shane W. Evans.,"Evans, Shane",21,BOOK
23088,JoJo and the magic trick / by Jane O'Connor ; cover illustration by Robin Preiss Glasser ; interior illustrations by Rick Whipple.,"O'Connor, Jane",21,BOOK
34896,"Money, master the game : 7 simple steps to financial freedom / Tony Robbins.","Robbins, Anthony",20,BOOK
46497,Brief thief / written by Michaël Escoffier ; illustrated by Kris Di Giacomo ; [translated from the French by Kris Di Giacomo].,"Escoffier, Michaël, 1970-",20,BOOK
36628,The demon crown / James Rollins.,"Rollins, James, 1961-",20,BOOK
9267,Descendants 2 : cinestory comic.,,20,BOOK
37618,Twister on Tuesday / by Mary Pope Osborne ; illustrated by Sal Murdocca.,"Osborne, Mary Pope",20,BOOK
17098,Anything is possible / Elizabeth Strout.,"Strout, Elizabeth",20,BOOK
11393,The royal tea party / by Victoria Kann.,"Kann, Victoria",20,BOOK
1138,Snoopy to the rescue : a Peanuts collection / Charles M. Schulz.,"Schulz, Charles M. (Charles Monroe), 1922-2000,",20,BOOK
24302,A visit from the Goon Squad / Jennifer Egan.,"Egan, Jennifer",20,BOOK
32873,Max finds an egg / by Wiley Blevins ; illustrated by Ben Clanton.,"Blevins, Wiley",20,BOOK
30006,The flying beaver brothers and the fishy business / Maxwell Eaton III.,"Eaton, Maxwell",20,BOOK
34310,"Red's planet. [Book 2], Friends and foes / Eddie Pittman.","Pittman, Eddie",20,BOOK
36942,Itty Bitty Kitty : firehouse fun / by Joan Holub ; illustrated by James Burks.,"Holub, Joan",20,BOOK
1509,"The how not to die cookbook : 100+ recipes to help prevent and reverse disease / Michael Greger, M.D., FACLM with Gene Stone ; recipes by Robin Robertson.","Greger, Michael",20,BOOK
40738,Spunky little monkey / by Bill Martin Jr. & Michael Sampson ; illustrated by Brian Won.,"Martin, Bill, 1916-2004,",20,BOOK
46691,"Maui revealed : the ultimate guidebook / Andrew Doughty ; director of photography, Leona Boyd.","Doughty, Andrew",20,BOOK
37168,Bury your dead / Louise Penny.,"Penny, Louise",20,BOOK
48976,The 7 habits of highly effective people : powerful lessons in personal change / Stephen R. Covey.,"Covey, Stephen R.",20,BOOK
11697,A legacy of spies / John Le Carré.,"Le Carré, John, 1931-",20,BOOK
26517,"Small victories : recipes, advice + hundreds of ideas for home-cooking triumphs / Julia Turshen ; foreword by Ina Garten ; photographs by Gentl + Hyers.","Turshen, Julia",20,BOOK
21497,"The last girl : my story of captivity, and my fight against the Islamic State / Nadia Murad, with Jenna Krajeski ; [foreword by Amal Clooney].","Murad, Nadia",20,BOOK
12612,Fire dog rescue / adaptation by Julie Tibbott ; based on the TV series teleplay written by Scott Gray.,"Tibbott, Julie",20,BOOK
15756,Kung Fu Panda 3. Po's two dads / adapted by Erica David.,"David, Erica",20,BOOK
32371,Mr Brown can moo! Can you? By Dr. Seuss.,"Seuss, Dr.",20,BOOK
17493,Bird & Squirrel on fire / James Burks.,"Burks, James (James R.)",20,BOOK
30432,"The book of hygge : the Danish art of contentment, comfort, and connection / Louisa Thomsen Brits ; photography by Susan Bell.","Brits, Louisa Thomsen",20,BOOK
10756,"The sand warrior / Mark Siegel, Alexis Siegel, Xanthe Boume, Boya Sun, Matt Rockefeller.","Siegel, Mark, 1967-",20,BOOK
41684,In the middle of fall / by Kevin Henkes ; illustrated by Laura Dronzek.,"Henkes, Kevin",20,BOOK
2614,Mouseling's words / story by Shutta Crum ; pictures by Ryan O'Rourke.,"Crum, Shutta",20,BOOK
40946,"Harry, the dirty dog / by Gene Zion ; pictures by Margaret Bloy Graham.","Zion, Gene",20,BOOK
42034,The village behind the wall / a Smurfs graphic novel by Peyo.,Peyo,20,BOOK
39899,Frankenbunny / by Jill Esbaum ; illustrated by Alice Brereton.,"Esbaum, Jill",20,BOOK
16940,"The secret of the snow / Thea Stilton ; [illustrations by Giuseppe Facciotto, Danilo Barozzi, Chiara Balleello ; translated by Julia Heim].","Stilton, Thea",20,BOOK
26276,"The pioneer woman cooks : come and get it! : simple, scrumptious recipes for crazy busy lives / Ree Drummond.","Drummond, Ree",19,BOOK
8024,"Star wars, the original trilogy : a graphic novel / [manuscript adaptation: Alessandro Ferrari ; layout and cleanup: Matteo Piana, Igor Chimisso ; ink: Igor Chimisso, Alessandro Pastrovicchio, Matteo Piana ; paint (background and settings): Davide Turotti ; paint (characters): Kawaii Creative Studio].","Ferrari, Alessandro (Alessandro Q.)",19,BOOK
24070,"SpongeBob comics. #1, Silly sea stories / Stephen Hillenburg ; edited by Chris Duffy.","Hillenburg, Stephen",19,BOOK
45850,Animals should definitely not wear clothing / written by Judi Barrett and drawn by Ron Barrett.,"Barrett, Judi",19,BOOK
29336,Drum dream girl : how one girl's courage changed music / poem by Margarita Engle ; illustrations by Rafael López.,"Engle, Margarita",19,BOOK
27350,Gemma & Gus / Olivier Dunrea.,"Dunrea, Olivier",19,BOOK
48045,The day it rained hearts / Felicia Bond.,"Bond, Felicia",19,BOOK
193,Splat the Cat. Up in the air at the fair / cover art by Rick Farley ; text by Amy Hsu Lin ; interior illustrations by Robert Eberz.,"Hsu Lin, Amy",19,BOOK
11633,"Floret farm's cut flower garden : grow, harvest & arrange stunning seasonal blooms / Erin Benzakein with Julie Chai ; photographs by Michèle M. Waite.","Benzakein, Erin",19,BOOK
43275,Maurice the unbeastly / Amy Dixon ; illustrated by Karl James Mountford.,"Dixon, Amy, 1975-",19,BOOK
17403,Number the stars / Lois Lowry.,"Lowry, Lois",19,BOOK
1021,Mercy Watson fights crime / Kate DiCamillo ; illustrated by Chris Van Dusen.,"DiCamillo, Kate",19,BOOK
44541,Princess hair / by Sharee Miller.,"Miller, Sharee (Illustrator)",19,BOOK
28611,"Elon Musk : Tesla, SpaceX, and the quest for a fantastic future / Ashlee Vance.","Vance, Ashlee",19,BOOK
33561,How to raise an adult : break free of the overparenting trap and prepare your kid for success / Julie Lythcott-Haims.,"Lythcott-Haims, Julie",19,BOOK
13131,Monkey and Elephant and a secret birthday surprise / Carole Lexa Schaefer ; illustrated by Galia Bernstein.,"Schaefer, Carole Lexa",19,BOOK
15426,A climate of fear / Fred Vargas ; translated from the French by Siân Reynolds.,"Vargas, Fred",19,BOOK
16301,Hot pursuit! / by Steve Foxe ; illustrated by Erik Doescher and Michael Atiyeh.,"Foxe, Steve",19,BOOK
33514,"A greyhound, a groundhog / written by Emily Jenkins ; illustrated by Chris Appelhans.","Jenkins, Emily, 1967-",19,BOOK
5707,Bee-bim bop! / by Linda Sue Park ; illustrated by Ho Baek Lee.,"Park, Linda Sue",19,BOOK
34085,"SpongeBob comics. #2, Aquatic adventurers, unite! / Stephen Hillenburg.","Hillenburg, Stephen",19,BOOK
36609,Fancy Nancy / by Jane O'Connor ; pictures by Robin Preiss Glasser.,"O'Connor, Jane",19,BOOK
4627,The stars are fire / Anita Shreve.,"Shreve, Anita",19,BOOK
36069,The very clumsy click beetle / Eric Carle.,"Carle, Eric",19,BOOK
28818,Brave new world / Aldous Huxley.,"Huxley, Aldous, 1894-1963",19,BOOK
17575,Mary the sharing fairy / by Daisy Meadows.,"Meadows, Daisy",19,BOOK
1333,March. Book two / [written by John Lewis & Andrew Aydin ; art by Nate Powell].,"Lewis, John, 1940 February 21-",19,BOOK
38631,Grace for president / by Kelly DiPucchio ; pictures by LeUyen Pham.,"DiPucchio, Kelly",19,BOOK
23740,"The art of Star Wars, the last Jedi / written by Phil Szostak ; foreword by Rian Johnson.","Szostak, Phil",19,BOOK
7326,The gene : an intimate history / Siddhartha Mukherjee.,"Mukherjee, Siddhartha",19,BOOK
24936,Food52 a new way to dinner : a playbook of recipes and strategies for the week ahead / Amanda Hesser & Merrill Stubbs ; photography by James Ransom.,"Hesser, Amanda",19,BOOK
37897,The big bad fox / Benjamin Renner ; [English translation by Joe Johnson].,"Renner, Benjamin, 1983-",19,BOOK
35791,Thomas' color book / illustrated by Richard Courtney.,,19,BOOK
41371,Class mom : a novel / Laurie Gelman.,"Gelman, Laurie",19,BOOK
12407,Aging backwards : reverse the aging process and look 10 years younger in 30 minutes a day / Miranda Esmonde-White.,"Esmonde-White, Miranda",19,BOOK
31483,Accident / by Andrea Tsurumi.,"Tsurumi, Andrea",19,BOOK
1218,Fahrenheit 451 / Ray Bradbury ; introduction by Neil Gaiman.,"Bradbury, Ray, 1920-2012",18,BOOK
44913,Winnie the Pooh 5-minute stories.,,18,BOOK
28424,DC Super Friends 5-minute stories.,,18,BOOK
33589,LEGO : absolutely everything you need to know / written by Simon Hugo ; additional writers: Rod Gillies and Caylin Malloy.,"Hugo, Simon",18,BOOK
8059,Ricky Ricotta's mighty robot / story by Dav Pilkey ; art by Dan Santat.,"Pilkey, Dav, 1966-",18,BOOK
12305,The giver / Lois Lowry.,"Lowry, Lois",18,BOOK
26478,Clementine / Sara Pennypacker ; pictures by Marla Frazee.,"Pennypacker, Sara, 1951-",18,BOOK
43180,"Follow the track, all the way back / Timothy Knapman ; illustrated by Ben Mantle.","Knapman, Timothy",18,BOOK
26361,Dough knights and dragons / by Dee Leone ; illustrated by George Ermos.,"Leone, Dee",18,BOOK
3290,I'm afraid your teddy is in trouble today / Jancee Dunn ; illustrated by Scott Nash.,"Dunn, Jancee",18,BOOK
36362,"Otter : hello, sea friends! / by Sam Garton.","Garton, Sam",18,BOOK
403,"Thea Stilton. 7, A song for the Thea sisters / by Thea Stilton ; script by Francesco Savino ; translation by Nanette McGuinness ; art by Ryan Jampole ; color by Laurie E. Smith ; lettering by Wilson Ramos, Jr.","Stilton, Thea",18,BOOK
14279,Paleo cooking with your Instant Pot : 80 incredible gluten- and grain-free recipes made twice as delicious in half the time / Jennifer Robins.,"Robins, Jennifer",18,BOOK
28053,The big magic show! / by Josephine Nagaraj ; cover illustrated by Sue DiCicco and Steve Talkowski ; interior illustrated by MJ Illustrations.,"Nagaraj, Josephine",18,BOOK
19069,Henry's freedom box / by Ellen Levine ; illustrated by Kadir Nelson.,"Levine, Ellen",18,BOOK
49846,The Vanity fair diaries : 1983-1992 / Tina Brown.,"Brown, Tina",18,BOOK
41135,Sarabella's thinking cap / Judy Schachner.,"Schachner, Judith Byron",18,BOOK
12180,Tidy / Emily Gravett.,"Gravett, Emily",18,BOOK
29479,A color of his own / Leo Lionni.,"Lionni, Leo, 1910-1999",18,BOOK
19886,The state of affairs : rethinking infidelity / Esther Perel.,"Perel, Esther",18,BOOK
49153,Madeline in London.,"Bemelmans, Ludwig, 1898-1962",18,BOOK
46081,Before we were yours / Lisa Wingate.,"Wingate, Lisa",18,BOOK
12700,The dark secret / by Tui T. Sutherland.,"Sutherland, Tui, 1978-",18,BOOK
33263,"Go away, big green monster! / by Ed Emberley.","Emberley, Ed",18,BOOK
16527,"Race for the stars / adapted by Jennifer Liberts ; illustrated by Elisabetta Melaranci, Patrizia Zangrilli, and Ann Beliashova.","Weinberg, Jennifer, 1970-",18,BOOK
43442,You don't want a unicorn! / written by Ame Dyckman ; illustrated by Liz Climo.,"Dyckman, Ame",18,BOOK
46981,Flat Stanley and the missing pumpkins / created by Jeff Brown ; by Lori Hasking Houran ; pictures by Macky Pamintuan.,"Houran, Lori Haskins",18,BOOK
7681,Aqualicious / written and illustrated by Victoria Kann.,"Kann, Victoria",18,BOOK
21740,The elements book : a visual encyclopedia of the periodic table / written by Tom Jackson ; consultant Jack Challoner.,"Jackson, Tom, 1972-",18,BOOK
30034,Orphan Island / Laurel Snyder.,"Snyder, Laurel",18,BOOK
24132,"Avatar, the last airbender. The search. Part three / script, Gene Luen Yang ; art and cover, Gurihiru ; lettering, Michael Heisler.","Yang, Gene Luen",18,BOOK
20685,There's no place like space / by Tish Rabe ; illustrated by Aristides Ruiz.,"Rabe, Tish",18,BOOK
41010,Rick Steves France 2017 / Rick Steves & Steve Smith.,"Steves, Rick, 1955-",18,BOOK
19569,Fox and the bike ride / Corey R. Tabor ; photography by Frog.,"Tabor, Corey R.",18,BOOK
27181,The turnip / Jan Brett.,"Brett, Jan, 1949-",18,BOOK
43023,Gravity Falls : cinestory comic Volume 2.,,18,BOOK
32530,Harriet the invincible / by Ursula Vernon.,"Vernon, Ursula",18,BOOK
9801,Frog jog / by Harriet Ziefert ; illustrated by Yukiko Kido.,"Ziefert, Harriet",18,BOOK
35751,A court of wings and ruin / Sarah J. Maas.,"Maas, Sarah J.",18,BOOK
22846,Rick Steves Italy 2017.,"Steves, Rick, 1955-",18,BOOK
7687,The only girl in the world : a memoir / Maude Julien with Ursula Gauthier ; translated by Adriana Hunter.,"Julien, Maude, 1957-",18,BOOK
5803,Gravity Falls : cinestory comic. Volume 3.,,18,BOOK
18050,It starts with food / Dallas & Melissa Hartwig ; foreword by Luc Readinger.,"Hartwig, Dallas",18,BOOK
42075,My many colored days / by Dr. Seuss ; paintings by Steve Johnson and Lou Fancher.,"Seuss, Dr.",18,BOOK
48798,Ricky Ricotta's mighty robot vs. the unpleasant penguins from Pluto / story by Dav Pilkey ; art by Dan Santat.,"Pilkey, Dav, 1966-",18,BOOK
35971,The 57 bus / Dashka Slater.,"Slater, Dashka",18,BOOK
40791,In my kitchen : a collection of new and favorite vegetarian recipes / Deborah Madison ; photography by Erin Scott.,"Madison, Deborah",18,BOOK
2320,Soonish : emerging technologies that'll improve and/or ruin everything / Kelly and Zach Weinersmith.,"Weinersmith, Kelly",17,BOOK
37526,My weird school goes to the museum / Dan Gutman ; pictures by Jim Paillot.,"Gutman, Dan",17,BOOK
